question,context,ideal_answer,answer,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score
Rewrite this sentence in the form of a question.,Indonesia is the largest island country in the world.,Which country is the largest island country in the world?,.,0.0,0.0,0.0,-0.0110703,25,11.0,-0.9065935611724854,0.0
Summarize this passage using four or fewer sentences.,"Design thinking is a human-centered approach to innovation that draws from the designer's toolkit to integrate the needs of people, the possibilities of technology, and the requirements for success.","Design thinking is a creative process that takes stakeholders into consideration and draws on technology to help solve problems. It is a user-centric approach that focuses on achieving successful outcomes. It relies on the designer's toolkit to integrate people's needs, technology's potential and success requirements.",,0.0,0.0,0.0,0.047127463,31,0.0,-0.7901101112365723,0.0
Edit this sentence by making it more concise.,Heroes often have a noble purpose and can be looked up to as an example of someone who has done something that is considered brave or admirable.,Heroes often possess a noble purpose and display admirable courage.,,0.0,0.0,0.0,0.15002808,32,0.0,-0.9285711050033569,0.0
Edit the text so that it is grammaticaly correct.,It be like that some times,It is like that sometimes.,,0.0,0.0,0.0,0.10441913,29,0.0,-0.7604683041572571,0.0
Analyze the following text and provide the statistics related to the sentiment score it carries.,Text: Life feels like a roller coaster. It has its ups and downs.,The sentiment analysis of the text reveals an overall positive sentiment score of 0.7 on a scale of -1 to 1. It has a higher proportion of positive words (2) compared to negative words (0).,,0.0,0.0,0.0,0.10232011,34,0.0,-0.8226467967033386,0.0
Create a route planner to reach the destination.,"Start Location: Interlaken, Switzerland
Destination: Lauterbrunnen, Switzerland","Head north-east on Marktgasse towards Bahnhofstrasse, turn left onto Bahnhofstrasse, turn left onto Bernstrasse, take the first right onto Hauptstrasse and then continue onto Murbacherstrasse. Turn left onto Interlakenstrasse and turn slightly right onto Gewerbestrasse. Follow the signs for Lauterbrunnen and turn right onto Zellerweg. Turn right onto Steinbridge at the fork in the road and follow the winding road to Lauterbrunnen.",,0.0,0.0,0.0,0.098134495,40,0.0,-0.893578052520752,0.0
Convert this sentence into a question.,I can access the website from my computer.,Can I access the website from my computer?,,0.0,0.0,0.0,0.0067181257,31,0.0,-0.9220967292785645,0.0
Summarize the content in 3 sentences.,"The study looked at the use of machine learning algorithms to predict stock indices. It found that ANNs, SVM and RF algorithms all offer accurate predictions, with RF outperforming the others. ANNs had good accuracy but needed more processing time.","The study examined the use of machine learning algorithms for predicting stock indices. It found that all three algorithms tested (ANNs, SVM and RF) offered accurate predictions, with RF outperforming the others. ANNs had good accuracy but needed more processing time.",,0.0,0.0,0.0,0.08710955,34,0.0,-0.7845600843429565,0.0
Rewrite this statement as an imperative sentence.,Please save the file before closing.,Save the file before closing.,,0.0,0.0,0.0,-0.007622244,34,0.0,-0.7940963506698608,0.0
Provide an example of a situation to go with the example.,Person A always blames Person B for their mistakes.,"For example, Person A receives an unsatisfactory grade on a test, and they immediately blame Person B for not giving them enough help.",,0.0,0.0,0.0,0.024082378,32,0.0,-0.9889523983001709,0.0
Translate this phrase into another language.,Let's get started.,Vamos empezar. (Spanish),into another language. [SEP] let,8.34076112986429e-232,0.06410256410256411,0.0,0.34916025,34,4.0,-1.313173770904541,0.0
Identify the species of bird.,It has red and yellow plumage with a black crest.,Barn Swallow.,of bird. [SEP],5.092529201164552e-232,0.08771929824561403,0.0,0.41159457,33,3.0000000000000004,-1.3734548091888428,0.0
Update the number in the cell.,"The cell in the spreadsheet contains the number ""3"".","The cell has been updated to contain the number ""4"".",the number in the cell. [SEP],5.969061643530969e-155,0.26595744680851063,0.5,0.71399784,26,10.488088481701514,-0.5644148588180542,0.3333333333333333
Capitalise each word in the sentence.,the sun shone brightly,The Sun Shone Brightly,,0.0,0.0,0.0,0.15284887,35,0.0,-0.8749973773956299,0.0
Identify the type of triangle.,"sides 11, 5 and 13",The triangle is an obtuse triangle.,type of triangle.,6.968148412761692e-155,0.43604651162790703,0.2222222222222222,0.726176,20,6.649399761150978,-1.0868992805480957,0.28571428571428575
Sort the list of items by price.,"Apple, Banana, Orange - $3, $1, $2","Banana - $1, Orange - $2, Apple - $3",,0.0,0.0,0.0,0.17149755,29,0.0,-0.9579293727874756,0.0
Generate a title for the story.,"Once upon a time, there was a bear who lived in the deep woods.",The Adventures of the Curious Bear in the Deep Woods,,0.0,0.0,0.0,0.0642078,28,0.0,-0.9860491752624512,0.0
Find orthographic errors in the sentence.,I luved going to the beachy last summer,I loved going to the beach last summer.,,0.0,0.0,0.0,0.07184786,27,0.0,-0.9993774890899658,0.0
Create a new sentence by combining the two sentences.,She loves reading books. She enjoys spending time in the library.,She loves spending time in the library reading books.,[CLS] create a new sentence by combining the two,9.269981669466712e-232,0.045871559633027525,0.1111111111111111,0.13850567,36,9.883615331157483,-1.1838860511779785,0.0
Generate a response to the following tweet.,I love watching the sunset,Me too! Watching the sunset can be so peaceful.,[CLS] generate a response to the following,1.0003688322288243e-231,0.10869565217391303,0.125,0.03290805,28,9.850612054411155,-1.1977382898330688,0.0
Combine the two ideas in the sentence.,Mountain climbing is hard. It requires a lot of practice.,Mountain climbing requires a lot of practice and hard work.,two ideas in the sentence. [SEP] mountain climbing is hard,1.0976852611324293e-231,0.24658203125000006,0.3,0.7146144,28,10.792303452988907,-0.6013597249984741,0.3333333333333333
Sort the list of fruits according to their color.,"Banana, Grape, Apple","Yellow (Banana), Purple (Grape), Red (Apple)",[CLS] sort the list of fruits according to their color. [SEP] banana,0.0,0.029940119760479045,0.1111111111111111,0.69836193,29,7.000000000000004,-0.9439765214920044,0.11764705882352942
Explain the main arguments on both sides of a current controversy.,Gun control laws,"The gun control debate has been going on for decades, and there are two main camps to the argument. Those in favor of gun control argue that guns are too often used for violent or criminal purposes, that gun restrictions can help protect citizens, and that the Second Amendment does not protect the right to carry any type of gun. Those against gun control believe that it violates an individual's right to bear arms, goes against the Second Amendment, and that it would be largely ineffective in reducing crime.",,0.0,0.0,0.0,-0.025894523,32,0.0,-0.9125995635986328,0.0
Reword the sentence to use other words without changing the meaning.,She came late to the meeting.,She arrived tardily to the gathering.,,0.0,0.0,0.0,0.0388309,34,0.0,-0.8826965093612671,0.0
Rewrite the sentence to use a negative adverb.,He walks carefully.,He walks cautiously.,negative adverb. [SEP],7.813508425061864e-232,0.08620689655172413,0.0,0.12028791,25,4.0,-1.3917977809906006,0.0
Categorize the given list of animals.,"Elephant, Spider, Cow","Mammal (Elephant, Cow), Arachnid (Spider)","[SEP] elephant,",1.0003688322288243e-231,0.1785714285714286,0.28571428571428575,0.49106365,23,6.0,-1.1002213954925537,0.28571428571428575
Evaluate the passage for readability.,"Writing an essay can be a challenging task for everyone; but it has to be done. With planning and practice, most people can quickly learn how to write an effective essay.",The passage is fairly easy to read and understand. The sentences are simple and the language is clear.,the passage for readability. [SEP] writing an essay can be a challenging task for,1.1337861261109773e-231,0.11560693641618495,0.125,0.6155961,33,18.853811412669117,-0.576735258102417,0.07692307692307691
Convert the following sentence into an interrogative sentence.,Ali is a good student.,Is Ali a good student?,,0.0,0.0,0.0,0.09746636,29,0.0,-0.9751907587051392,0.0
Summarize the given piece of text.,"Mental Health is hugely important for one’s overall wellbeing and it is essential that everyone gives adequate attention to it. A healthy body cannot exist without a healthy mind. Here are some tips and advice to maintaining good mental health: Get sleep, exercise, eat nutritious food, maintain a healthy lifestyle, practice relaxation techniques, limit alcohol and drug use.","Maintaining good mental health is essential for overall wellbeing and involves getting enough sleep, exercising, eating healthy food, maintaining a healthy lifestyle, practicing relaxation techniques and limiting alcohol and drug use.",. [SEP] mental health is hugely important for one ’ s overall wellbei,1.5800435370846854e-78,0.29889538661468484,0.23809523809523805,0.7508832,27,31.61162285982627,-0.5742356181144714,0.23809523809523808
